,零件号,日期,仓库,需求数量
1564,6RD959801E,2020-06-22,1000-1,46
1565,6RD959801E,2020-06-23,1000-1,4
1566,6RD959801E,2020-06-24,1000-1,5
1567,6RD959801E,2020-06-25,1000-1,5
1568,6RD959801E,2020-06-27,1000-1,2
1569,6RD959801E,2020-06-28,1000-1,2
1570,6RD959801E,2020-06-29,1000-1,10
1571,6RD959801E,2020-07-01,1000-1,20
1572,6RD959801E,2020-07-02,1000-1,24
1573,6RD959801E,2020-07-03,1000-1,1
1574,6RD959801E,2020-07-06,1000-1,5
1575,6RD959801E,2020-07-08,1000-1,1
1576,6RD959801E,2020-07-09,1000-1,1
1577,6RD959801E,2020-07-10,1000-1,2
1578,6RD959801E,2020-07-12,1000-1,1
1579,6RD959801E,2020-07-13,1000-1,7
1580,6RD959801E,2020-07-14,1000-1,10
1581,6RD959801E,2020-07-15,1000-1,1
1582,6RD959801E,2020-07-16,1000-1,3
1583,6RD959801E,2020-07-17,1000-1,6
1584,6RD959801E,2020-07-20,1000-1,3
1585,6RD959801E,2020-07-21,1000-1,11
1586,6RD959801E,2020-07-22,1000-1,1
1587,6RD959801E,2020-07-24,1000-1,12
1588,6RD959801E,2020-07-27,1000-1,25
1589,6RD959801E,2020-07-29,1000-1,1
1590,6RD959801E,2020-07-30,1000-1,2
1591,6RD959801E,2020-07-31,1000-1,22
1592,6RD959801E,2020-08-02,1000-1,2
1593,6RD959801E,2020-08-03,1000-1,2
1594,6RD959801E,2020-08-04,1000-1,18
1595,6RD959801E,2020-08-05,1000-1,12
1596,6RD959801E,2020-08-06,1000-1,29
1597,6RD959801E,2020-08-07,1000-1,32
1598,6RD959801E,2020-08-09,1000-1,1
1599,6RD959801E,2020-08-10,1000-1,22
1600,6RD959801E,2020-08-11,1000-1,21
1601,6RD959801E,2020-08-12,1000-1,3
1602,6RD959801E,2020-08-13,1000-1,11
1603,6RD959801E,2020-08-14,1000-1,1
1604,6RD959801E,2020-08-17,1000-1,10
1605,6RD959801E,2020-08-18,1000-1,2
1606,6RD959801E,2020-08-19,1000-1,11
1607,6RD959801E,2020-08-20,1000-1,2
1608,6RD959801E,2020-08-21,1000-1,1
1609,6RD959801E,2020-08-24,1000-1,5
1610,6RD959801E,2020-08-26,1000-1,23
1611,6RD959801E,2020-08-27,1000-1,31
1612,6RD959801E,2020-08-31,1000-1,4
1613,6RD959801E,2020-09-01,1000-1,2
1614,6RD959801E,2020-09-02,1000-1,1
1615,6RD959801E,2020-09-03,1000-1,23
1616,6RD959801E,2020-09-06,1000-1,3
1617,6RD959801E,2020-09-07,1000-1,3
1618,6RD959801E,2020-09-08,1000-1,7
1619,6RD959801E,2020-09-10,1000-1,1
1620,6RD959801E,2020-09-13,1000-1,1
1621,6RD959801E,2020-09-14,1000-1,1
1622,6RD959801E,2020-09-15,1000-1,22
1623,6RD959801E,2020-09-16,1000-1,3
1624,6RD959801E,2020-09-17,1000-1,20
1625,6RD959801E,2020-09-18,1000-1,3
1626,6RD959801E,2020-09-20,1000-1,1
1627,6RD959801E,2020-09-21,1000-1,2
1628,6RD959801E,2020-09-22,1000-1,6
1629,6RD959801E,2020-09-23,1000-1,3
1630,6RD959801E,2020-09-24,1000-1,21
1631,6RD959801E,2020-09-25,1000-1,9
1632,6RD959801E,2020-09-26,1000-1,1
1633,6RD959801E,2020-09-28,1000-1,17
1634,6RD959801E,2020-09-29,1000-1,30
1635,6RD959801E,2020-10-08,1000-1,4
1636,6RD959801E,2020-10-09,1000-1,3
1637,6RD959801E,2020-10-10,1000-1,2
1638,6RD959801E,2020-10-12,1000-1,3
1639,6RD959801E,2020-10-13,1000-1,1
1640,6RD959801E,2020-10-14,1000-1,41
1641,6RD959801E,2020-10-15,1000-1,1
1642,6RD959801E,2020-10-16,1000-1,22
1643,6RD959801E,2020-10-18,1000-1,1
1644,6RD959801E,2020-10-19,1000-1,2
1645,6RD959801E,2020-10-20,1000-1,3
1646,6RD959801E,2020-10-22,1000-1,7
1647,6RD959801E,2020-10-23,1000-1,3
1648,6RD959801E,2020-10-26,1000-1,11
1649,6RD959801E,2020-10-27,1000-1,2
1650,6RD959801E,2020-10-28,1000-1,21
1651,6RD959801E,2020-10-29,1000-1,20
1652,6RD959801E,2020-11-02,1000-1,15
1653,6RD959801E,2020-11-03,1000-1,11
1654,6RD959801E,2020-11-04,1000-1,31
1655,6RD959801E,2020-11-05,1000-1,15
1656,6RD959801E,2020-11-06,1000-1,33
1657,6RD959801E,2020-11-11,1000-1,1
1658,6RD959801E,2020-11-12,1000-1,14
1659,6RD959801E,2020-11-16,1000-1,1
1660,6RD959801E,2020-11-17,1000-1,1
1661,6RD959801E,2020-11-18,1000-1,10
1662,6RD959801E,2020-11-19,1000-1,2
1663,6RD959801E,2020-11-20,1000-1,17
1664,6RD959801E,2020-11-23,1000-1,1
1665,6RD959801E,2020-11-24,1000-1,3
1666,6RD959801E,2020-11-25,1000-1,12
1667,6RD959801E,2020-11-26,1000-1,10
1668,6RD959801E,2020-11-27,1000-1,1
1669,6RD959801E,2020-11-30,1000-1,4
1670,6RD959801E,2020-12-01,1000-1,1
1671,6RD959801E,2020-12-04,1000-1,1
1672,6RD959801E,2020-12-08,1000-1,2
1673,6RD959801E,2020-12-10,1000-1,1
1674,6RD959801E,2020-12-11,1000-1,31
1675,6RD959801E,2020-12-13,1000-1,1
1676,6RD959801E,2020-12-14,1000-1,2
1677,6RD959801E,2020-12-15,1000-1,2
1678,6RD959801E,2020-12-17,1000-1,2
1679,6RD959801E,2020-12-18,1000-1,2
1680,6RD959801E,2020-12-19,1000-1,3
1681,6RD959801E,2020-12-21,1000-1,32
1682,6RD959801E,2020-12-22,1000-1,4
1683,6RD959801E,2020-12-23,1000-1,1
1684,6RD959801E,2020-12-25,1000-1,1
1685,6RD959801E,2020-12-28,1000-1,11
1686,6RD959801E,2020-12-29,1000-1,2
1687,6RD959801E,2020-12-31,1000-1,20
1688,6RD959801E,2021-01-05,1000-1,1
1689,6RD959801E,2021-01-06,1000-1,1
1690,6RD959801E,2021-01-07,1000-1,2
1691,6RD959801E,2021-01-08,1000-1,13
1692,6RD959801E,2021-01-12,1000-1,3
1693,6RD959801E,2021-01-13,1000-1,1
1694,6RD959801E,2021-01-14,1000-1,2
1695,6RD959801E,2021-01-15,1000-1,41
1696,6RD959801E,2021-01-18,1000-1,2
1697,6RD959801E,2021-01-19,1000-1,17
1698,6RD959801E,2021-01-20,1000-1,2
1699,6RD959801E,2021-01-22,1000-1,1
1700,6RD959801E,2021-01-25,1000-1,4
1701,6RD959801E,2021-01-26,1000-1,2
1702,6RD959801E,2021-01-27,1000-1,4
1703,6RD959801E,2021-01-28,1000-1,4
1704,6RD959801E,2021-02-01,1000-1,3
1705,6RD959801E,2021-02-03,1000-1,1
1706,6RD959801E,2021-02-04,1000-1,1
1707,6RD959801E,2021-02-05,1000-1,1
1708,6RD959801E,2021-02-07,1000-1,2
1709,6RD959801E,2021-02-18,1000-1,1
1710,6RD959801E,2021-02-19,1000-1,1
1711,6RD959801E,2021-02-20,1000-1,2
1712,6RD959801E,2021-02-21,1000-1,1
1713,6RD959801E,2021-02-22,1000-1,5
1714,6RD959801E,2021-02-23,1000-1,3
1715,6RD959801E,2021-02-24,1000-1,2
1716,6RD959801E,2021-02-25,1000-1,33
1717,6RD959801E,2021-02-28,1000-1,2
1718,6RD959801E,2021-03-01,1000-1,1
1719,6RD959801E,2021-03-02,1000-1,17
1720,6RD959801E,2021-03-03,1000-1,3
1721,6RD959801E,2021-03-05,1000-1,3
1722,6RD959801E,2021-03-08,1000-1,1
1723,6RD959801E,2021-03-09,1000-1,7
1724,6RD959801E,2021-03-10,1000-1,2
1725,6RD959801E,2021-03-15,1000-1,2
1726,6RD959801E,2021-03-16,1000-1,3
1727,6RD959801E,2021-03-17,1000-1,1
1728,6RD959801E,2021-03-18,1000-1,4
1729,6RD959801E,2021-03-22,1000-1,7
1730,6RD959801E,2021-03-23,1000-1,7
1731,6RD959801E,2021-03-24,1000-1,5
1732,6RD959801E,2021-03-26,1000-1,31
1733,6RD959801E,2021-03-27,1000-1,1
1734,6RD959801E,2021-03-29,1000-1,2
1735,6RD959801E,2021-03-30,1000-1,2
1736,6RD959801E,2021-03-31,1000-1,1
1737,6RD959801E,2021-04-01,1000-1,6
1738,6RD959801E,2021-04-02,1000-1,3
1739,6RD959801E,2021-04-06,1000-1,2
1740,6RD959801E,2021-04-07,1000-1,2
1741,6RD959801E,2021-04-10,1000-1,1
1742,6RD959801E,2021-04-13,1000-1,6
1743,6RD959801E,2021-04-14,1000-1,1
1744,6RD959801E,2021-04-15,1000-1,1
1745,6RD959801E,2021-04-19,1000-1,7
1746,6RD959801E,2021-04-20,1000-1,9
1747,6RD959801E,2021-04-21,1000-1,1
1748,6RD959801E,2021-04-22,1000-1,33
1749,6RD959801E,2021-04-25,1000-1,1
1750,6RD959801E,2021-04-30,1000-1,1
1751,6RD959801E,2021-05-06,1000-1,4
1752,6RD959801E,2021-05-08,1000-1,10
1753,6RD959801E,2021-05-09,1000-1,1
1754,6RD959801E,2021-05-12,1000-1,1
1755,6RD959801E,2021-05-14,1000-1,1
1756,6RD959801E,2021-05-17,1000-1,1
1757,6RD959801E,2021-05-18,1000-1,1
1758,6RD959801E,2021-05-19,1000-1,3
1759,6RD959801E,2021-05-20,1000-1,4
1760,6RD959801E,2021-05-23,1000-1,1
1761,6RD959801E,2021-05-25,1000-1,4
1762,6RD959801E,2021-05-27,1000-1,2
1763,6RD959801E,2021-05-28,1000-1,2
1764,6RD959801E,2021-05-29,1000-1,1
1765,6RD959801E,2021-05-30,1000-1,1
1766,6RD959801E,2021-06-01,1000-1,1
1767,6RD959801E,2021-06-02,1000-1,5
1768,6RD959801E,2021-06-03,1000-1,1
1769,6RD959801E,2021-06-04,1000-1,1
1770,6RD959801E,2021-06-06,1000-1,3
1771,6RD959801E,2021-06-09,1000-1,2
1772,6RD959801E,2021-06-10,1000-1,1
1773,6RD959801E,2021-06-11,1000-1,1
1774,6RD959801E,2021-06-16,1000-1,1
1775,6RD959801E,2021-06-17,1000-1,51
1776,6RD959801E,2021-06-18,1000-1,4
1777,6RD959801E,2021-06-21,1000-1,7
1778,6RD959801E,2021-06-28,1000-1,2
1779,6RD959801E,2021-06-29,1000-1,1
1780,6RD959801E,2021-06-30,1000-1,21
1781,6RD959801E,2021-07-01,1000-1,1
1782,6RD959801E,2021-07-05,1000-1,5
1783,6RD959801E,2021-07-08,1000-1,15
1784,6RD959801E,2021-07-12,1000-1,2
1785,6RD959801E,2021-07-13,1000-1,2
1786,6RD959801E,2021-07-14,1000-1,2
1787,6RD959801E,2021-07-19,1000-1,1
1788,6RD959801E,2021-07-20,1000-1,1
1789,6RD959801E,2021-07-22,1000-1,1
1790,6RD959801E,2021-07-23,1000-1,1
1791,6RD959801E,2021-07-26,1000-1,3
1792,6RD959801E,2021-07-27,1000-1,6
1793,6RD959801E,2021-07-28,1000-1,15
1794,6RD959801E,2021-07-30,1000-1,1
1795,6RD959801E,2021-08-03,1000-1,10
1796,6RD959801E,2021-08-04,1000-1,125
1797,6RD959801E,2021-08-06,1000-1,5
1798,6RD959801E,2021-08-09,1000-1,21
1799,6RD959801E,2021-08-10,1000-1,50
1800,6RD959801E,2021-08-11,1000-1,32
1801,6RD959801E,2021-08-12,1000-1,6
1802,6RD959801E,2021-08-15,1000-1,2
1803,6RD959801E,2021-08-16,1000-1,63
1804,6RD959801E,2021-08-17,1000-1,1
1805,6RD959801E,2021-08-18,1000-1,33
1806,6RD959801E,2021-08-19,1000-1,1
1807,6RD959801E,2021-08-20,1000-1,51
1808,6RD959801E,2021-08-23,1000-1,104
1809,6RD959801E,2021-08-24,1000-1,4
1810,6RD959801E,2021-08-25,1000-1,27
1811,6RD959801E,2021-08-26,1000-1,17
1812,6RD959801E,2021-08-27,1000-1,6
1813,6RD959801E,2021-08-29,1000-1,1
1814,6RD959801E,2021-08-30,1000-1,10
1815,6RD959801E,2021-08-31,1000-1,21
1816,6RD959801E,2021-09-01,1000-1,51
1817,6RD959801E,2021-09-02,1000-1,19
1818,6RD959801E,2021-09-03,1000-1,3
1819,6RD959801E,2021-09-05,1000-1,30
1820,6RD959801E,2021-09-06,1000-1,50
1821,6RD959801E,2021-09-07,1000-1,22
1822,6RD959801E,2021-09-08,1000-1,10
1823,6RD959801E,2021-09-10,1000-1,56
1824,6RD959801E,2021-09-12,1000-1,1
1825,6RD959801E,2021-09-13,1000-1,7
1826,6RD959801E,2021-09-14,1000-1,85
1827,6RD959801E,2021-09-16,1000-1,17
1828,6RD959801E,2021-09-17,1000-1,13
1829,6RD959801E,2021-09-18,1000-1,40
1830,6RD959801E,2021-09-21,1000-1,3
1831,6RD959801E,2021-09-22,1000-1,58
1832,6RD959801E,2021-09-23,1000-1,69
1833,6RD959801E,2021-09-24,1000-1,3
1834,6RD959801E,2021-09-25,1000-1,72
1835,6RD959801E,2021-09-26,1000-1,3
1836,6RD959801E,2021-09-27,1000-1,12
1837,6RD959801E,2021-09-30,1000-1,1
1838,6RD959801E,2021-10-07,1000-1,2
1839,6RD959801E,2021-10-08,1000-1,4
1840,6RD959801E,2021-10-09,1000-1,26
1841,6RD959801E,2021-10-11,1000-1,1
1842,6RD959801E,2021-10-12,1000-1,2
1843,6RD959801E,2021-10-13,1000-1,2
1844,6RD959801E,2021-10-14,1000-1,37
1845,6RD959801E,2021-10-15,1000-1,1
1846,6RD959801E,2021-10-18,1000-1,35
1847,6RD959801E,2021-10-19,1000-1,1
1848,6RD959801E,2021-10-20,1000-1,1
1849,6RD959801E,2021-10-21,1000-1,40
1850,6RD959801E,2021-10-22,1000-1,10
1851,6RD959801E,2021-10-24,1000-1,20
1852,6RD959801E,2021-10-25,1000-1,27
1853,6RD959801E,2021-10-26,1000-1,11
1854,6RD959801E,2021-10-27,1000-1,12
1855,6RD959801E,2021-10-28,1000-1,2
1856,6RD959801E,2021-10-29,1000-1,5
1857,6RD959801E,2021-11-01,1000-1,3
1858,6RD959801E,2021-11-02,1000-1,46
1859,6RD959801E,2021-11-03,1000-1,42
1860,6RD959801E,2021-11-04,1000-1,1
1861,6RD959801E,2021-11-05,1000-1,1
1862,6RD959801E,2021-11-08,1000-1,2
1863,6RD959801E,2021-11-09,1000-1,2
1864,6RD959801E,2021-11-10,1000-1,16
1865,6RD959801E,2021-11-11,1000-1,20
1866,6RD959801E,2021-11-15,1000-1,15
1867,6RD959801E,2021-11-17,1000-1,4
1868,6RD959801E,2021-11-18,1000-1,1
1869,6RD959801E,2021-11-19,1000-1,60
1870,6RD959801E,2021-11-22,1000-1,7
1871,6RD959801E,2021-11-23,1000-1,4
1872,6RD959801E,2021-11-24,1000-1,1
1873,6RD959801E,2021-11-25,1000-1,3
1874,6RD959801E,2021-12-01,1000-1,30
1875,6RD959801E,2021-12-02,1000-1,15
1876,6RD959801E,2021-12-06,1000-1,11
1877,6RD959801E,2021-12-07,1000-1,320
1878,6RD959801E,2021-12-08,1000-1,4
1879,6RD959801E,2021-12-09,1000-1,3
1880,6RD959801E,2021-12-10,1000-1,2
1881,6RD959801E,2021-12-13,1000-1,1
1882,6RD959801E,2021-12-14,1000-1,5
1883,6RD959801E,2021-12-15,1000-1,138
1884,6RD959801E,2021-12-16,1000-1,5
1885,6RD959801E,2021-12-20,1000-1,1
1886,6RD959801E,2021-12-21,1000-1,1
1887,6RD959801E,2021-12-22,1000-1,10
1888,6RD959801E,2021-12-23,1000-1,2
1889,6RD959801E,2021-12-24,1000-1,6
1890,6RD959801E,2021-12-28,1000-1,1
1891,6RD959801E,2021-12-29,1000-1,3
1892,6RD959801E,2021-12-31,1000-1,10
1893,6RD959801E,2022-01-02,1000-1,1
1894,6RD959801E,2022-01-04,1000-1,1
1895,6RD959801E,2022-01-05,1000-1,2
1896,6RD959801E,2022-01-06,1000-1,1
1897,6RD959801E,2022-01-07,1000-1,27
1898,6RD959801E,2022-01-10,1000-1,8
1899,6RD959801E,2022-01-11,1000-1,1
1900,6RD959801E,2022-01-13,1000-1,10
1901,6RD959801E,2022-01-17,1000-1,3
1902,6RD959801E,2022-01-18,1000-1,5
1903,6RD959801E,2022-01-19,1000-1,2
1904,6RD959801E,2022-01-20,1000-1,2
1905,6RD959801E,2022-01-21,1000-1,1
1906,6RD959801E,2022-01-23,1000-1,1
1907,6RD959801E,2022-01-24,1000-1,6
1908,6RD959801E,2022-02-09,1000-1,12
1909,6RD959801E,2022-02-10,1000-1,1
1910,6RD959801E,2022-02-11,1000-1,1
1911,6RD959801E,2022-02-13,1000-1,2
1912,6RD959801E,2022-02-14,1000-1,6
1913,6RD959801E,2022-02-15,1000-1,3
1914,6RD959801E,2022-02-16,1000-1,36
1915,6RD959801E,2022-02-17,1000-1,2
1916,6RD959801E,2022-02-21,1000-1,5
1917,6RD959801E,2022-02-22,1000-1,8
1918,6RD959801E,2022-02-23,1000-1,51
1919,6RD959801E,2022-02-24,1000-1,1
1920,6RD959801E,2022-02-25,1000-1,3
1921,6RD959801E,2022-02-26,1000-1,1
1922,6RD959801E,2022-02-27,1000-1,2
1923,6RD959801E,2022-02-28,1000-1,7
1924,6RD959801E,2022-03-01,1000-1,5
1925,6RD959801E,2022-03-02,1000-1,5
1926,6RD959801E,2022-03-03,1000-1,9
1927,6RD959801E,2022-03-04,1000-1,6
1928,6RD959801E,2022-03-07,1000-1,3
1929,6RD959801E,2022-03-08,1000-1,8
1930,6RD959801E,2022-03-09,1000-1,12
1931,6RD959801E,2022-03-10,1000-1,5
1932,6RD959801E,2022-03-11,1000-1,2
1933,6RD959801E,2022-03-14,1000-1,7
1934,6RD959801E,2022-03-15,1000-1,1
1935,6RD959801E,2022-03-16,1000-1,25
1936,6RD959801E,2022-03-17,1000-1,21
1937,6RD959801E,2022-03-18,1000-1,1
1938,6RD959801E,2022-03-21,1000-1,4
1939,6RD959801E,2022-03-22,1000-1,28
1940,6RD959801E,2022-03-24,1000-1,36
1941,6RD959801E,2022-03-28,1000-1,5
1942,6RD959801E,2022-03-29,1000-1,25
1943,6RD959801E,2022-03-30,1000-1,10
1944,6RD959801E,2022-03-31,1000-1,1
1945,6RD959801E,2022-04-01,1000-1,18
1946,6RD959801E,2022-04-03,1000-1,2
1947,6RD959801E,2022-04-06,1000-1,41
1948,6RD959801E,2022-04-07,1000-1,2
1949,6RD959801E,2022-04-08,1000-1,4
1950,6RD959801E,2022-04-11,1000-1,20
1951,6RD959801E,2022-04-12,1000-1,5
1952,6RD959801E,2022-04-13,1000-1,4
1953,6RD959801E,2022-04-15,1000-1,5
1954,6RD959801E,2022-04-18,1000-1,1
1955,6RD959801E,2022-04-19,1000-1,4
1956,6RD959801E,2022-04-20,1000-1,21
1957,6RD959801E,2022-04-21,1000-1,10
1958,6RD959801E,2022-04-22,1000-1,2
1959,6RD959801E,2022-04-24,1000-1,2
1960,6RD959801E,2022-04-25,1000-1,1
1961,6RD959801E,2022-05-07,1000-1,1
1962,6RD959801E,2022-05-08,1000-1,2
1963,6RD959801E,2022-05-09,1000-1,1
1964,6RD959801E,2022-05-11,1000-1,12
1965,6RD959801E,2022-05-15,1000-1,30
1966,6RD959801E,2022-05-16,1000-1,9
1967,6RD959801E,2022-05-18,1000-1,7
1968,6RD959801E,2022-05-19,1000-1,1
1969,6RD959801E,2022-05-26,1000-1,1
1970,6RD959801E,2022-05-28,1000-1,5
1971,6RD959801E,2022-05-29,1000-1,1
1972,6RD959801E,2022-05-31,1000-1,2
1973,6RD959801E,2022-06-01,1000-1,4
1974,6RD959801E,2022-06-07,1000-1,3
1975,6RD959801E,2022-06-09,1000-1,5
1976,6RD959801E,2022-06-12,1000-1,1
1977,6RD959801E,2022-06-13,1000-1,5
1978,6RD959801E,2022-06-14,1000-1,5
1979,6RD959801E,2022-06-15,1000-1,6
1980,6RD959801E,2022-06-16,1000-1,15
1981,6RD959801E,2022-06-17,1000-1,2
1982,6RD959801E,2022-06-21,1000-1,5
1983,6RD959801E,2022-06-22,1000-1,54
1984,6RD959801E,2022-06-24,1000-1,1
1985,6RD959801E,2022-06-25,1000-1,5
1986,6RD959801E,2022-06-28,1000-1,11
1987,6RD959801E,2022-06-29,1000-1,1
1988,6RD959801E,2022-07-01,1000-1,1
1989,6RD959801E,2022-07-03,1000-1,5
1990,6RD959801E,2022-07-04,1000-1,1
1991,6RD959801E,2022-07-06,1000-1,15
1992,6RD959801E,2022-07-07,1000-1,7
1993,6RD959801E,2022-07-08,1000-1,2
1994,6RD959801E,2022-07-13,1000-1,100
1995,6RD959801E,2022-07-14,1000-1,5
1996,6RD959801E,2022-07-15,1000-1,2
1997,6RD959801E,2022-07-18,1000-1,10
1998,6RD959801E,2022-07-19,1000-1,20
1999,6RD959801E,2022-07-20,1000-1,17
2000,6RD959801E,2022-07-21,1000-1,15
2001,6RD959801E,2022-07-27,1000-1,109
2002,6RD959801E,2022-07-30,1000-1,1
2003,6RD959801E,2022-08-02,1000-1,11
2004,6RD959801E,2022-08-04,1000-1,10
2005,6RD959801E,2022-08-05,1000-1,3
2006,6RD959801E,2022-08-07,1000-1,5
2007,6RD959801E,2022-08-08,1000-1,51
2008,6RD959801E,2022-08-09,1000-1,2
2009,6RD959801E,2022-08-11,1000-1,6
2010,6RD959801E,2022-08-17,1000-1,3
2011,6RD959801E,2022-08-18,1000-1,2
2012,6RD959801E,2022-08-19,1000-1,1
2013,6RD959801E,2022-08-22,1000-1,3
2014,6RD959801E,2022-08-24,1000-1,4
2015,6RD959801E,2022-08-25,1000-1,20
2016,6RD959801E,2022-08-29,1000-1,1
2017,6RD959801E,2022-08-30,1000-1,1
2018,6RD959801E,2022-08-31,1000-1,1
2019,6RD959801E,2022-09-04,1000-1,1
2020,6RD959801E,2022-09-06,1000-1,1
2021,6RD959801E,2022-09-09,1000-1,32
2022,6RD959801E,2022-09-13,1000-1,1
2023,6RD959801E,2022-09-14,1000-1,1
2024,6RD959801E,2022-09-15,1000-1,1
2025,6RD959801E,2022-09-19,1000-1,50
2026,6RD959801E,2022-09-22,1000-1,5
2027,6RD959801E,2022-09-23,1000-1,1
2028,6RD959801E,2022-09-26,1000-1,2
2029,6RD959801E,2022-09-27,1000-1,2
2030,6RD959801E,2022-10-07,1000-1,1
2031,6RD959801E,2022-10-09,1000-1,10
2032,6RD959801E,2022-10-10,1000-1,1
2033,6RD959801E,2022-10-11,1000-1,1
2034,6RD959801E,2022-10-14,1000-1,1
2035,6RD959801E,2022-10-17,1000-1,8
2036,6RD959801E,2022-10-20,1000-1,58
2037,6RD959801E,2022-10-24,1000-1,3
2038,6RD959801E,2022-10-26,1000-1,13
2039,6RD959801E,2022-10-31,1000-1,6
2040,6RD959801E,2022-11-01,1000-1,23
2041,6RD959801E,2022-11-02,1000-1,1
2042,6RD959801E,2022-11-03,1000-1,21
2043,6RD959801E,2022-11-04,1000-1,20
2044,6RD959801E,2022-11-09,1000-1,16
2045,6RD959801E,2022-11-14,1000-1,1
2046,6RD959801E,2022-11-16,1000-1,1
2047,6RD959801E,2022-11-17,1000-1,101
2048,6RD959801E,2022-11-18,1000-1,10
2049,6RD959801E,2022-11-20,1000-1,1
2050,6RD959801E,2022-11-24,1000-1,5
2051,6RD959801E,2022-11-29,1000-1,1
2052,6RD959801E,2022-12-02,1000-1,5
2053,6RD959801E,2022-12-05,1000-1,3
2054,6RD959801E,2022-12-06,1000-1,3
2055,6RD959801E,2022-12-07,1000-1,10
2056,6RD959801E,2022-12-08,1000-1,2
2057,6RD959801E,2022-12-09,1000-1,1
2058,6RD959801E,2022-12-12,1000-1,1
2059,6RD959801E,2022-12-14,1000-1,3
2060,6RD959801E,2022-12-15,1000-1,1
2061,6RD959801E,2022-12-16,1000-1,5
2062,6RD959801E,2022-12-20,1000-1,1
2063,6RD959801E,2022-12-21,1000-1,3
2064,6RD959801E,2022-12-26,1000-1,1
2065,6RD959801E,2022-12-27,1000-1,103
2066,6RD959801E,2023-01-03,1000-1,1
2067,6RD959801E,2023-01-05,1000-1,20
2068,6RD959801E,2023-01-06,1000-1,10
2069,6RD959801E,2023-01-11,1000-1,3
2070,6RD959801E,2023-01-13,1000-1,5
2071,6RD959801E,2023-01-16,1000-1,4
2072,6RD959801E,2023-01-29,1000-1,2
2073,6RD959801E,2023-01-30,1000-1,3
2074,6RD959801E,2023-02-02,1000-1,2
2075,6RD959801E,2023-02-06,1000-1,1
2076,6RD959801E,2023-02-08,1000-1,10
2077,6RD959801E,2023-02-10,1000-1,2
2078,6RD959801E,2023-02-13,1000-1,1
2079,6RD959801E,2023-02-14,1000-1,34
2080,6RD959801E,2023-02-15,1000-1,168
2081,6RD959801E,2023-02-16,1000-1,25
2082,6RD959801E,2023-02-17,1000-1,5
2083,6RD959801E,2023-02-19,1000-1,5
2084,6RD959801E,2023-02-20,1000-1,6
2085,6RD959801E,2023-02-21,1000-1,2
2086,6RD959801E,2023-02-22,1000-1,2
2087,6RD959801E,2023-02-23,1000-1,58
2088,6RD959801E,2023-02-24,1000-1,10
2089,6RD959801E,2023-02-26,1000-1,5
2090,6RD959801E,2023-02-27,1000-1,1
2091,6RD959801E,2023-03-01,1000-1,30
2092,6RD959801E,2023-03-02,1000-1,28
2093,6RD959801E,2023-03-07,1000-1,11
2094,6RD959801E,2023-03-08,1000-1,10
2095,6RD959801E,2023-03-12,1000-1,10
2096,6RD959801E,2023-03-13,1000-1,22
2097,6RD959801E,2023-03-14,1000-1,16
2098,6RD959801E,2023-03-15,1000-1,28
2099,6RD959801E,2023-03-16,1000-1,12
2100,6RD959801E,2023-03-17,1000-1,3
2101,6RD959801E,2023-03-20,1000-1,20
2102,6RD959801E,2023-03-27,1000-1,206
2103,6RD959801E,2023-03-28,1000-1,3
2104,6RD959801E,2023-03-31,1000-1,15
2105,6RD959801E,2023-04-03,1000-1,5
2106,6RD959801E,2023-04-04,1000-1,5
2107,6RD959801E,2023-04-06,1000-1,3
2108,6RD959801E,2023-04-10,1000-1,2
2109,6RD959801E,2023-04-11,1000-1,1
2110,6RD959801E,2023-04-12,1000-1,8
2111,6RD959801E,2023-04-13,1000-1,2
2112,6RD959801E,2023-04-16,1000-1,1
2113,6RD959801E,2023-04-17,1000-1,4
2114,6RD959801E,2023-04-18,1000-1,12
2115,6RD959801E,2023-04-20,1000-1,2
2116,6RD959801E,2023-04-24,1000-1,10
2117,6RD959801E,2023-04-26,1000-1,20
2118,6RD959801E,2023-04-28,1000-1,5
2119,6RD959801E,2023-05-03,1000-1,1
2120,6RD959801E,2023-05-04,1000-1,1
2121,6RD959801E,2023-05-05,1000-1,1
2122,6RD959801E,2023-05-06,1000-1,6
2123,6RD959801E,2023-05-08,1000-1,6
2124,6RD959801E,2023-05-09,1000-1,4
2125,6RD959801E,2023-05-11,1000-1,11
2126,6RD959801E,2023-05-15,1000-1,1
2127,6RD959801E,2023-05-17,1000-1,2
2128,6RD959801E,2023-05-23,1000-1,2
2129,6RD959801E,2023-05-24,1000-1,5
2130,6RD959801E,2023-05-25,1000-1,20
2131,6RD959801E,2023-05-28,1000-1,2
2132,6RD959801E,2023-06-02,1000-1,1
2133,6RD959801E,2023-06-05,1000-1,12
2134,6RD959801E,2023-06-12,1000-1,1
2135,6RD959801E,2023-06-18,1000-1,1
2136,6RD959801E,2023-06-26,1000-1,1
2137,6RD959801E,2023-06-27,1000-1,50
2138,6RD959801E,2023-06-30,1000-1,3
2139,6RD959801E,2023-07-04,1000-1,1
2140,6RD959801E,2023-07-10,1000-1,1
2141,6RD959801E,2023-07-24,1000-1,1
2142,6RD959801E,2023-07-31,1000-1,1
2143,6RD959801E,2023-08-02,1000-1,2
2144,6RD959801E,2023-08-07,1000-1,1
2145,6RD959801E,2023-08-08,1000-1,2
